V2,V3,V4,V7,V9,V10,V11,V12,V14,V16,V17,V18,Class
4.313523326,-6.891437717,6.796796681,-2.436652527,-3.371638572,-6.810813099,7.620089058,-10.28528252,-11.54349792,-2.689284204,-3.204383403,0.086521896,1
2.660670277,-5.92003738,4.522499605,-4.684053936,-0.694695511,-5.52627806,6.662436831,-8.525464925,-7.67866801,-4.478136595,-5.844266479,-1.102730795,1
2.481953866,-5.660813931,4.455922812,-4.716142945,-0.718326067,-5.390330256,6.454187525,-8.485346574,-7.019901559,-4.649864299,-6.288357509,-1.339312322,1
3.639653999,-4.508497786,2.730668149,-4.235253083,-1.305279133,-6.716720023,6.353612319,-8.601648263,-7.506169374,-3.694515998,-6.304753386,-1.267587128,1
3.442643977,-4.468259731,2.805336259,-4.261237197,-1.439395875,-6.999906634,6.316209677,-8.670818005,-7.417712065,-3.65280196,-6.293145319,-1.243248291,1
1.695693653,-3.114372201,4.328198553,-4.577264627,0.472016953,-5.576022636,4.802322761,-10.83316447,-9.405423062,-7.552342204,-9.80256179,-4.120628835,1
5.856393215,-7.653616213,6.379741881,-3.103569746,-3.831153716,-7.191604246,7.102988588,-9.928699943,-10.92418687,-2.379420985,-2.775113897,0.273798971,1
5.793644147,-7.618462836,6.395829746,-3.104557363,-3.87865758,-7.29780335,7.071669137,-10.00104637,-10.86069805,-2.360856724,-2.760097015,0.298103416,1
0.258555161,-4.489558073,4.853894351,5.431270921,-0.775680093,-1.987773188,4.690395666,-6.998042432,-3.738023334,-2.013542681,-5.136135103,-1.183822117,1
5.973555692,-11.03472723,9.007146872,-7.810440745,-5.902828122,-12.84093382,12.01891318,-17.76914346,-19.21432549,-10.26660918,-15.5033921,-5.494927642,1
3.914796789,-5.726872015,6.094140959,-0.591118213,-2.530712814,-5.15309461,4.654088423,-7.839538998,-9.634689713,-0.663203946,0.891934541,0.978675639,1
4.141986232,-9.804103442,6.666273003,-10.08993116,-3.249515617,-11.42045097,10.85301165,-15.96920752,-14.69072913,-12.22718928,-18.58736621,-6.920761861,1
7.098916252,-11.4264671,8.607556787,-8.138589417,-6.272790468,-13.19341507,11.61972348,-17.63160631,-18.82208674,-10.03109666,-15.22700751,-5.322008981,1
4.199632669,-7.535606594,7.426940375,-1.341035996,-2.203224431,-4.137840196,4.570112808,-7.629169589,-9.440374995,-1.233958282,1.632008858,1.315734564,1
2.693867479,-4.475132713,5.467684549,-4.104214873,-1.498468131,-4.594951763,5.275505851,-11.34902855,-8.138694884,-6.653594347,-10.24675541,-4.191066267,1
3.044469102,-5.598354267,5.928190802,-4.48742196,-1.307010423,-4.138891214,5.149408783,-11.12401861,-7.840942205,-6.77706924,-9.931765154,-4.093021122,1
3.100934891,-1.188498004,3.26463274,-0.954940039,2.820828662,1.01511288,3.187186897,-7.004327284,-6.220605353,-3.075091885,-5.044735692,-1.718082685,1
7.016714385,-13.70540729,10.34322806,-9.301288615,-5.654212026,-11.85386697,11.66920474,-17.22866224,-18.49377336,-10.62949739,-14.44121113,-5.105486466,1
5.22544231,-11.06333028,6.689950658,-11.19997522,-3.429304264,-11.56194977,10.44684681,-15.47905248,-13.88377855,-11.91148302,-18.1030037,-6.837834539,1
8.287420555,-12.75281127,8.594341893,-9.252793938,-6.329800846,-13.13669837,11.22847028,-17.13130095,-18.04999769,-9.723565309,-14.74490246,-5.247301106,1
8.204796505,-15.03171421,10.33009983,-10.41569781,-5.711247971,-11.79718107,11.27792073,-16.72833933,-17.72163835,-10.32201668,-13.95908537,-5.030710038,1
8.63621439,-15.496222,10.31334937,-10.78837284,-5.689311188,-11.71218662,11.1524906,-16.55819714,-17.47592128,-10.22220317,-13.79914764,-5.008585179,1
2.902086433,-1.572938709,2.507298518,-1.59390074,1.908962686,1.077417521,3.33850216,-6.542610345,-3.266475545,-4.842383078,-5.2698763,-2.344668574,1
0.898474024,0.394684329,3.170257575,-0.022988728,0.860043617,-0.592472935,1.0727284,-2.547556814,-0.330305804,0.335642173,2.298998221,-0.162096209,1
0.942289402,0.082334145,3.024049706,0.053557839,0.883797757,-0.554223901,0.154921009,-2.776756575,-0.456076957,0.857322736,1.707024466,0.526349196,1
1.111452782,2.041002725,1.731595163,0.26615517,0.580255403,-0.164562675,0.50037637,-3.021760182,1.500793775,0.706047713,0.115114265,-0.046795879,1
9.067613427,-15.96072813,10.29660279,-11.161057,-5.667375546,-11.62719356,11.02705909,-16.38805417,-17.23020216,-10.12239192,-13.63920899,-4.986457258,1
6.967708664,-13.51093114,8.617895141,-9.462532811,-4.897005528,-11.78681166,9.369079058,-15.09416315,-11.8521613,-10.68824179,-18.38881054,-6.898840133,1
3.85415033,-12.46676572,9.648310727,-21.92281103,-4.433161658,-11.20140009,9.328799257,-13.10493347,-10.14020034,-10.09867066,-17.50661155,-8.06120799,1
6.503184517,-17.71263237,11.27035233,-16.53580681,-6.8152729,-13.67054513,10.54526295,-15.02269963,-15.06637436,-8.668739272,-12.8041409,-5.116620495,1
4.488267302,-16.58707294,10.10727387,-15.6003233,-5.304630968,-12.93892931,8.805681967,-13.55613013,-9.809881502,-9.505210445,-17.54203031,-6.792637787,1
7.472323897,-19.02691234,11.16552584,-14.91332999,-7.175096615,-14.16679466,10.27776886,-14.98543373,-14.66638897,-8.333242496,-12.60259646,-4.876683421,1
7.421369962,-21.40583574,11.92751187,-15.47161228,-6.380124898,-13.34827765,10.18758732,-14.56397976,-14.49159835,-8.264128844,-12.43980497,-4.837079026,1
7.875156793,-21.87231736,11.90616991,-15.83344278,-6.356833491,-13.26165171,10.06378975,-14.3947668,-14.24831583,-8.161632445,-12.28096486,-4.818586393,1
8.326581061,-22.33859051,11.88531289,-16.19641866,-6.333685156,-13.17519808,9.939819742,-14.2254557,-14.00477618,-8.059419407,-12.12200882,-4.799710133,1
8.775997153,-22.80468646,11.86486808,-16.56036811,-6.310658433,-13.08889092,9.815703174,-14.05606118,-13.76101796,-7.957447226,-11.96295423,-4.780507788,1
9.223691949,-23.27063052,11.84477659,-16.92515204,-6.287735948,-13.0027093,9.691460982,-13.88659516,-13.51707241,-7.855681494,-11.80381519,-4.761025942,1
9.669900173,-23.73644341,11.82499023,-17.29065667,-6.264903488,-12.91663611,9.567110295,-13.71706738,-13.27296506,-7.754094059,-11.64460321,-4.74130271,1
10.11481572,-24.20214223,11.80546921,-17.656788,-6.242149309,-12.8306572,9.442665265,-13.5474859,-13.02871703,-7.652661665,-11.48532779,-4.721369576,1
10.55860019,-24.66774125,11.78618036,-18.02346767,-6.219463628,-12.74476079,9.318137685,-13.37785743,-12.78434589,-7.551364931,-11.32599687,-4.701252777,1
1.338973711,-0.678876187,3.123672307,0.397585526,0.411134977,-0.859862302,1.124059382,-3.763873848,-0.971757538,1.457578528,2.611450334,1.29195523,1
10.39391714,-19.13360246,6.185968835,-13.8978266,-2.844953985,-9.668788912,7.394419411,-11.63563005,-8.6404591,-7.695568788,-13.68413959,-4.777406039,1
10.5417508,-19.81898181,6.017294647,-14.11886485,-4.099551431,-9.222825507,6.329364676,-8.952190712,-9.825054421,-7.541687424,-14.25959859,-5.035051524,1
10.81966537,-20.36388597,6.046611747,-14.40944799,-4.073855712,-9.153368038,6.210883012,-8.778572032,-9.574662299,-7.418487279,-14.10277188,-5.016423335,1
1.130146484,-0.962975335,2.675687859,0.316192138,-1.143342795,-0.369908966,1.834494198,-0.491243315,-2.238622244,1.477925603,1.776454295,1.149282186,1
11.58638052,-21.40291681,6.038515416,-14.85612367,-4.053353287,-9.040396249,5.966202507,-8.46396613,-9.092532652,-7.186375508,-13.7974745,-4.95849391,1
11.81792199,-21.91917358,6.086235634,-15.35795181,-3.99986077,-8.928655661,5.849293066,-8.261649837,-8.829359228,-7.070953009,-13.62972094,-4.958829816,1
12.09589323,-22.46408275,6.115541102,-15.64850747,-3.97416162,-8.859194059,5.730815537,-8.088033512,-8.578973273,-6.947746067,-13.47289701,-4.940210829,1
12.37398914,-23.00900291,6.144820978,-15.93900269,-3.948454919,-8.789723363,5.612347108,-7.914422366,-8.328600888,-6.824524172,-13.31607919,-4.921612087,1
12.65219683,-23.55393294,6.17407791,-16.22944373,-3.922741449,-8.720244515,5.493886837,-7.740815864,-8.078240669,-6.70128887,-13.15926686,-4.903031495,1
12.93050512,-24.09887185,6.203314192,-16.51983598,-3.897021888,-8.650758329,5.375433907,-7.567213541,-7.827891399,-6.578041503,-13.00245946,-4.884467239,1
13.20890428,-24.64381878,6.232531823,-16.81018419,-3.871296823,-8.581265516,5.25698761,-7.393614992,-7.577552018,-6.454783237,-12.84565652,-4.865917737,1
13.48738579,-25.18877297,6.261732551,-17.10049248,-3.845566772,-8.511766697,5.138547322,-7.220019864,-7.3272216,-6.331515094,-12.68885763,-4.847381607,1
13.76594216,-25.73373377,6.290917914,-17.39076447,-3.819832187,-8.442262418,5.020112498,-7.046427847,-7.076899329,-6.208237973,-12.5320624,-4.828857633,1
14.04456678,-26.27870059,6.320089265,-17.68100337,-3.794093469,-8.37275316,4.901682655,-6.872838664,-6.826584487,-6.084952665,-12.37527053,-4.810344741,1
14.32325381,-26.82367291,6.349247807,-17.97121202,-3.768350971,-8.303239351,4.783257367,-6.699252074,-6.576276436,-5.961659873,-12.21848172,-4.791841983,1
14.60199804,-27.36865029,6.378394608,-18.26139293,-3.74260501,-8.23372137,4.664836254,-6.52566786,-6.325974612,-5.838360219,-12.06169571,-4.773348514,1
0.965681439,-1.4594952,1.921863002,-2.81426266,-0.69526264,-3.465689086,2.351619106,-3.826705319,-4.852866915,-2.61736133,-4.835558306,-1.921751601,1
15.36580438,-28.40742446,6.370895347,-18.70947882,-3.722278738,-8.120961738,4.419943456,-6.210941121,-5.843528381,-5.606597326,-11.75625561,-4.714946761,1
-0.071340378,-1.505287775,3.361777137,0.303653111,-2.245881952,-3.651426569,0.987277022,-3.834781569,-3.182168085,-2.954300813,-5.841218002,-2.910430298,1
15.59819266,-28.92375595,6.418441747,-19.21089642,-3.668734939,-8.009159386,4.303095818,-6.008660007,-5.58044712,-5.491073262,-11.5885436,-4.715420171,1
15.87692299,-29.46873209,6.447591402,-19.50108408,-3.642989819,-7.939642419,4.184673689,-5.835075215,-5.330143782,-5.367775276,-11.43175691,-4.696924444,1
16.15570143,-30.01371249,6.47673118,-19.79124841,-3.617241786,-7.870121943,4.066255073,-5.661492423,-5.079845681,-5.24447152,-11.27497259,-4.678436529,1
16.43452455,-30.55869682,6.505861787,-20.08139107,-3.591491047,-7.800598208,3.947839717,-5.487911486,-4.829552443,-5.121162405,-11.11819045,-4.65995587,1
16.71338924,-31.10368482,6.534983864,-20.37151359,-3.565737791,-7.731071441,3.829427395,-5.314332276,-4.579263728,-4.997848304,-10.96141036,-4.641481959,1
2.829167999,-3.932870265,4.70769144,1.672734122,-2.783011088,-1.88484244,3.79256536,-1.460471123,-7.077360606,2.493227604,6.244987102,2.971749364,1
2.60857947,-2.971679003,4.360089352,1.987616355,-2.757534513,-2.335933327,2.111516867,-2.59194965,-7.311579817,2.290607832,6.50927165,2.569971426,1
3.549755129,-5.810353445,5.809369574,-0.824203333,-3.759059456,-4.592389806,5.47939151,-5.657857541,-10.38488974,-0.701882909,0.409735841,0.939603694,1
0.344048072,-2.880003656,1.721680075,-3.801324502,0.864065471,-2.895251668,3.028162231,-2.549177308,-2.971316758,-4.702011825,-4.908098507,-1.50887329,1
0.885657038,1.199930098,2.86129224,1.767760449,0.069735807,3.245086401,0.675287853,-0.677096334,-0.913786971,-1.024502092,0.022045207,-0.940684674,1
1.728734645,-1.652173046,3.813544188,-2.202317927,-2.033892048,-2.734155555,2.368433673,-3.656802651,-4.74441333,-2.479513556,-4.931111968,-2.547402527,1
0.020217918,-2.182732796,2.572046261,0.268048731,-2.374027363,-3.58281002,1.975821062,-3.500542265,-2.735940374,-4.046292997,-5.079479085,-2.586857045,1
1.554889763,-2.066180333,3.241617463,-1.51552138,-1.999846036,-2.133176443,2.756171945,-2.242864368,-4.652803807,-0.77566602,-3.218618252,-0.370992501,1
0.416413936,0.862918741,2.520862807,-0.123372252,-0.67359755,0.64454973,1.120505177,1.237773313,0.038371979,0.085406344,-0.219143226,-0.694259215,1
1.699873446,-2.596561167,3.643945269,-2.27578851,-2.042415924,-2.83487116,2.802005126,-4.392732438,-5.327286652,-1.359389477,-5.095182879,-0.338012656,1
2.591458163,-2.84012565,1.28624391,-2.206056242,-0.292885036,-3.717449929,3.907399128,-7.220003686,-9.657626594,-4.738662343,-9.276635569,-3.081961081,1
3.131789633,-5.052968134,5.420940709,-5.479117451,-3.908205793,-7.060746182,4.729974154,-8.629054408,-11.18206341,-6.532982278,-13.38925072,-4.480412567,1
1.491269729,0.005221816,0.81725327,-0.974072997,-0.003159074,-0.121653218,0.024369606,-1.07381224,-0.895433621,-0.103527024,2.03119575,0.317598357,1
2.708535411,-3.263041587,1.361865944,-3.069958214,-0.213356097,-3.551984009,3.779749539,-6.984771477,-9.377878452,-4.652071195,-9.094231297,-3.082549954,1
3.368306217,-3.937111391,5.623119731,-5.778879593,-4.467103123,-6.06779815,3.839787711,-8.277840948,-8.416681212,-7.862658826,-14.57083663,-5.185385533,1
4.045601381,-4.197298786,5.487198631,-5.65131374,-5.015490987,-6.319707509,3.779602208,-8.077093646,-7.891908779,-7.954070045,-14.26505595,-5.771064426,1
4.140867176,-3.628202369,5.505672037,-6.652031121,-4.67940204,-6.546241815,3.53820204,-8.042285142,-8.051048902,-7.395956925,-14.32962616,-4.868010236,1
4.518354703,-4.45402724,5.547453347,-6.805053053,-4.917129599,-6.600460622,3.367845608,-7.88897752,-7.628651916,-7.533404329,-14.06462394,-4.960108633,1
4.382897362,-5.118363373,4.45522984,-7.281327867,-3.679658513,-7.524368337,2.954344366,-7.099825343,-7.687802767,-8.520850166,-13.27729974,-5.25370462,1
5.649438648,-6.730395746,5.252842019,-6.311698529,-5.416284359,-7.833555571,3.657349565,-7.781447953,-8.604758868,-6.553973257,-12.62439365,-4.989909738,1
5.77651621,-7.064976729,5.902715452,-6.958679143,-5.541528828,-7.502112191,3.676703187,-7.642983067,-8.299659531,-6.79279506,-12.07593206,-4.882179643,1
-5.198360199,-3.000023922,4.420666202,-5.283435335,0.658176429,-0.794993882,3.266066016,-2.719184951,-5.274865819,-2.995830378,-4.698433449,-1.711871225,1
-1.643540668,-0.187726849,1.15825311,2.785162546,0.940005531,-1.965308809,0.159743522,-0.490697387,-1.95887597,-1.341269358,2.49832485,0.777831089,1
1.179501206,-1.346150391,1.998824401,0.230307373,-0.167594342,-1.959809258,2.80433478,0.312424169,-4.662576955,1.001413919,3.902824784,1.619609227,1
2.844794699,-4.050679508,4.777700881,1.744085818,-2.450197747,-2.042167863,1.84409317,-2.425932815,-7.208311579,2.375296198,6.443509864,2.591846063,1
-0.014793158,-5.126306996,6.945129976,-2.591241685,-3.880663045,-3.976525139,5.730084356,-5.031868148,-10.78705057,-1.104217463,0.636412737,0.994101369,1
0.520539362,-8.094139455,8.005351473,-1.934372441,-3.104027186,-3.051210355,5.735762659,-4.747692501,-10.7163393,-1.142467272,0.918590809,1.126335223,1
4.104871451,-8.996859402,4.028390951,-9.360095134,-4.026180375,-13.69131513,9.095288152,-14.16812088,-17.62063435,-13.25683309,-21.6754835,-7.823468816,1
3.367342309,-2.778931407,3.859700674,-4.195341543,-2.870144772,-5.290610062,3.823762084,-7.492276169,-8.527678622,-6.18087991,-9.698839411,-4.818233341,1
3.65809482,-4.11063552,5.340241669,-4.388698809,-2.821894582,-4.466284163,3.969799812,-7.346716786,-8.225568912,-6.772867034,-8.815785426,-4.568859284,1
4.519046947,-6.340883535,6.214767278,-9.938411559,-5.659161611,-11.29815649,7.252953227,-14.27509185,-14.55595721,-12.14654014,-25.16279937,-9.042845151,1
5.08369023,-7.581014617,7.546032795,-8.19019172,-7.083169331,-11.14127769,7.381859374,-14.4686551,-13.60221147,-13.56327296,-23.81563583,-9.170557219,1
4.145943611,-8.532522459,8.344391674,-10.98918467,-6.167233642,-11.435624,7.674533834,-14.29609143,-15.44502581,-12.391346,-22.54165173,-7.986720653,1
4.571743204,-9.427246928,6.577056438,-10.89407855,-5.859523873,-12.98161915,8.265294601,-14.15416536,-16.33759594,-12.37539744,-21.09061272,-7.724545736,1
4.75051466,-8.966557831,7.098854313,-10.33340566,-6.64877821,-11.63441442,6.877570898,-13.69768562,-13.0441824,-12.31757972,-24.01909855,-9.335193079,1
4.960892291,-8.451409591,8.174825168,-11.50884186,-6.557760366,-11.51986093,6.455828133,-13.38022187,-13.02686386,-13.25154198,-22.88399858,-9.287832214,1
5.381019523,-8.451161615,7.963928087,-11.94972346,-6.912076009,-11.58974831,6.645200726,-13.5420956,-12.62331605,-12.43227914,-23.24159715,-8.495298938,1
6.241658913,-9.946469745,8.199613932,-11.64302827,-7.051015828,-12.26532384,7.04773274,-13.74295284,-14.10746426,-11.84788719,-21.67398671,-7.784042475,1
6.147653324,-11.68370616,6.702779571,-12.40731306,-6.232160894,-13.38668344,7.605559474,-13.35181502,-14.97947735,-11.77149697,-20.29921651,-7.60911006,1
6.613283943,-12.42363472,7.519929232,-9.984287448,-7.383704535,-13.2151723,6.895181368,-13.27969971,-13.41701227,-10.92265513,-21.90649322,-8.829819766,1
5.918306659,-11.67104259,8.807369179,-13.61679705,-7.368451293,-12.88815829,6.854953114,-13.21169503,-13.77895564,-11.29032781,-20.57802205,-7.547824112,1
6.302384784,-13.27171803,8.925115476,-12.70325266,-7.078423958,-12.80568319,6.786058302,-13.06423989,-13.69487304,-10.95428573,-20.58359279,-7.517262132,1
6.261585851,-14.18233878,7.183602086,-13.54730219,-6.294029443,-13.60814316,7.127165321,-12.61100369,-13.90629682,-11.12573906,-19.71625731,-7.55278909,1
6.332882093,-13.29710925,7.690771915,-12.56178258,-7.570322409,-12.83573768,5.804707852,-12.15623949,-10.46867709,-10.99979235,-22.60886819,-9.498745921,1
6.574615429,-12.78846248,8.786256839,-14.24884653,-7.718750649,-13.07406817,5.975130667,-12.37537465,-11.47069251,-10.97380462,-21.0476299,-7.990783284,1
6.720507771,-13.45563594,8.698610093,-14.01929076,-7.930899968,-12.6959474,5.589361632,-11.96086603,-9.887214067,-11.35024385,-21.71018765,-8.859451925,1
6.990389242,-13.77000114,8.694896899,-14.59456159,-8.090697004,-12.78063394,5.330601351,-11.89806515,-9.560169271,-11.3809956,-21.53680163,-8.485355805,1
6.344280456,-14.28166644,5.581008997,-15.45046722,-5.486120777,-14.67647025,5.148351721,-10.74959199,-9.798012077,-12.6752689,-20.74066372,-8.153668026,1
8.075239752,-16.29809054,5.664820053,-14.71666755,-6.795398127,-15.12416281,6.037666229,-11.67672224,-12.38160589,-9.48414337,-19.67188145,-7.643272821,1
8.40142101,-16.86723849,8.252334306,-14.26373535,-7.701498684,-14.22669806,5.610998797,-11.79397883,-11.60697038,-9.286954737,-19.89972642,-7.518050849,1
7.378042412,-16.35636736,9.194934914,-16.16553862,-7.901821126,-13.00940281,4.828235332,-11.05840142,-8.592047402,-10.6157453,-21.01789834,-8.397393052,1
8.584971796,-18.64985319,9.505593515,-16.7016943,-8.507058637,-14.11018444,5.29923635,-10.83400648,-9.373858584,-9.899246541,-19.23629237,-8.398551995,1
1.300218777,-0.180400576,2.589842643,-2.175778099,-1.140208278,-3.226787107,3.49080495,-2.45433921,-5.160608097,-3.996144713,-4.695562722,-1.819160964,1
8.713250171,-17.88012682,9.249459237,-18.01466013,-9.283924512,-14.55715905,4.392435586,-10.38007312,-6.917639506,-10.32824239,-20.25455569,-8.534522564,1
2.97812179,-4.162313937,3.869124379,-4.744729737,-2.168366095,-4.758304075,3.471097846,-6.533106769,-6.073989003,-7.718042405,-9.855927437,-5.193907893,1
1.073499095,-2.773662944,1.384393731,1.525637535,-2.431861966,-4.155837834,4.35477463,-2.872400109,-4.555666748,-2.901140776,-4.674667111,-2.213623252,1
6.15577293,-10.82645984,4.180779179,-6.895112283,-2.516476533,-6.403370552,3.186057948,-6.855570981,-8.036614875,-4.557193454,-7.654704244,-2.588418644,1
9.28684736,-20.1349921,7.81867331,-21.3404781,-8.550110327,-16.64962816,4.818152447,-9.445314783,-7.243460974,-9.53325705,-18.75064115,-8.092648773,1
9.843153223,-19.94772605,6.155788648,-21.23446315,-8.739670371,-18.27116817,4.677349297,-9.583566437,-8.199690029,-8.376438821,-18.48546032,-7.589973959,1
3.35345148,-4.572027808,3.616119304,-5.55143307,-2.424414026,-5.699922283,3.586824183,-6.636229049,-7.245549595,-6.856810039,-8.851878505,-4.591883227,1
2.098151867,-4.94607521,6.45658841,-0.184709665,-3.649811799,-4.077585409,4.389213503,-5.849558007,-11.58389839,-1.461029247,0.635694233,0.390150149,1
3.375110204,-5.492893197,6.136377643,-1.668931064,-3.945842603,-4.565252094,4.097216074,-5.450916439,-10.90445887,-1.13975413,0.835639563,0.389774231,1
0.963031254,-5.076070198,4.955963358,-7.619765445,-2.992092157,-7.142199114,6.278665845,-9.407060948,-10.73957189,-8.427082796,-13.50215289,-4.712967589,1
1.648047774,-6.934387857,4.894600566,-3.409095679,-3.260671529,-7.781352763,6.283377078,-9.65660636,-10.73210893,-7.898122052,-13.5706825,-4.5902353,1
0.8110693,-1.138135327,0.93526467,-1.621986235,-0.912189159,-2.961995702,2.778967896,-2.379599611,-4.01578678,-2.815887768,-6.649357788,-1.746113284,1
2.426503265,-3.752226527,0.276016598,-3.029283445,0.183961286,-4.980928438,3.657881667,-6.409822355,-8.509433187,-5.369890011,-9.0690794,-2.819806596,1
0.71624158,-1.143279229,0.217804801,-2.564181983,-1.611154623,-1.250285537,3.367361023,-4.583095845,-5.208305222,-1.815914313,-5.249111468,-2.196691207,1
3.663395253,-5.29744641,3.880959654,-5.715262078,-2.457033778,-5.726817096,3.525725987,-6.48911156,-7.052310952,-6.77397675,-8.588070073,-4.510891745,1
0.355412643,1.972182786,-1.255592713,0.05911049,1.122451136,-1.481245861,-0.473852106,0.92218442,-0.499349579,-0.560471963,-0.207706529,0.380541571,1
2.122313792,-1.22946956,1.201848798,-1.528142159,-1.213040323,-2.975267248,3.532219602,-3.68263987,-5.165229227,-2.404927288,-5.671738641,-0.994293951,1
0.04793838,-0.349001552,1.493958437,-0.001112104,0.58041534,-0.792937991,-0.984171728,-0.567380065,-1.381213542,0.279890165,1.13216021,0.092992976,1
2.308492454,-1.50359932,2.064100584,-2.05973052,-1.562206097,-2.755796928,3.43824826,-3.52152936,-4.452100249,-2.907903434,-5.248646395,-0.936814653,1
1.786494949,-1.37107024,1.214335492,-1.709109107,-1.6998088,-3.84391104,2.962598791,-3.956045201,-4.634631393,-2.058551384,-5.635494004,-0.775271204,1
2.132430627,-1.854355318,2.116997706,-2.230986064,-1.895515736,-3.36401058,2.887047877,-3.784459658,-3.985626008,-2.60370265,-5.157596397,-0.696010005,1
1.059542277,0.647117403,0.905586234,0.504134851,-0.765053777,-0.550545348,1.48028602,-0.105359123,-0.819901849,0.201150539,0.874890632,0.941476679,1
0.557090903,-0.490799623,0.756424293,0.228750322,-0.432110564,-0.585778431,2.281939376,0.654566719,-1.043705225,0.399177755,1.143130078,0.256013886,1
1.390001509,1.21968582,1.661425176,0.855828927,-1.275631494,-0.433393926,0.141178993,-0.460348456,-1.168339418,0.882231824,0.601804858,-0.304092391,1
1.443523465,-2.220907374,2.036985086,-2.058582365,-1.393305709,-3.505790326,2.814314155,-3.342175996,-4.820322244,-3.157032672,-4.405850225,-2.558827851,1
2.244118745,-1.703825793,1.492535865,-1.864611505,-1.973535278,-3.942382904,2.40165068,-3.394265618,-4.329795513,-3.199046476,-4.480183565,-2.485668784,1
-1.464268987,1.031165008,1.921356084,0.780731181,0.609133452,0.225933803,-1.064534195,-0.787372738,-0.126756362,-0.635321655,0.327006411,0.043816087,1
0.524525773,-0.538883626,1.209195974,0.04916626,0.128118591,-0.552902906,-0.668358831,-0.818803694,-0.994580854,0.624003315,0.705794272,0.524181774,1
1.394367662,-0.612034895,1.049327056,-1.997237401,-0.980831776,-2.495619245,2.555589153,-3.53043627,-3.455196577,-2.46773703,-7.140325966,-1.271280022,1
1.694229289,-0.903333638,2.425436085,-0.286225919,-1.394918382,-2.892611761,1.962235975,-2.385262661,-3.724543454,-2.013923708,-2.815600296,-1.092290272,1
6.866198415,-11.83826922,4.194210967,-7.553496511,-2.46614344,-6.246243185,2.94398522,-6.512389337,-7.543645932,-4.330294806,-7.339697964,-2.550900854,1
7.092196801,-12.35403687,4.243068974,-8.058011947,-2.412986602,-6.134906887,2.826671228,-6.309842777,-7.279869219,-4.215537135,-7.171672415,-2.550336685,1
7.365546486,-12.89853823,4.273323073,-8.350808153,-2.387567325,-6.065782363,2.707856405,-6.136034466,-7.028980273,-4.092884494,-7.014621707,-2.530967259,1
7.639745109,-13.4431145,4.303402918,-8.643192792,-2.362096638,-5.99659592,2.58910354,-5.962261422,-6.778183722,-3.970130032,-6.857612655,-2.511735682,1
7.914633492,-13.98775164,4.33334118,-8.935243032,-2.33658418,-5.927359169,2.470401016,-5.788517031,-6.527462241,-3.847292842,-6.700637448,-2.492616107,1
-1.632441213,0.901066557,0.847752886,1.448867826,-0.136742417,-0.150129183,1.172355083,-0.795988137,0.578869439,0.013466807,-0.119204381,0.826814374,1
